PARTNER,TYPE,NAME_FIRST,NAMEMIDDLE,NAME_LAST,NAME_LST2,NAME_ORG1,NAME_ORG2,GESCHL,BIRTHDT,IDTYPE,IDNUMBER,RLTYP,ZZ_CATEGORIA,ZZ_AFILIACION,ZZ_ESTADO_AFIL,COUNTRY,REGION,CITY1,STREET,SMTP_ADDR,TELEFONOS,RELACIONES,ZZ_GRUPO_FAM,ZZ_CONSENT_DP,ZZ_CONSENT_COM,ZZ_PREF,ZZ_PREF_EMAIL,ZZ_FALLECIDO,ZZ_TIPO_ORG,CHDAT
0007000304,1,Inés,,Cuesta,Polo,,,2,19880204,ZCC,926541578,ZAFI,C,AF-000304,A,CO,CUN,25286,Dg. 82A # 37-9 Sur,inés.arrieta434@ejemplo.test,3156153403:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000305,1,Ramón,Julio,Bravo,Gutiérrez,,,1,19780803,ZCC,929689530,ZAFI,B,AF-000305,A,CO,VAL,76001,Avenida calle 9ª # 2D-6 Sur,ramón.mosquera435@ejemplo.test,3292359028:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000306,1,Emma,María,Rodríguez,Palacios,,,2,19910706,ZPPT,935301663,ZAFI,C,AF-000306,A,CO,CUN,25286,Calle 23 # 66-42 Este,emma.pérez437@ejemplo.test,3147932453:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000307,1,Óscar,Luis,Orozco,Pacheco,,,1,19470131,ZCC,933280976,ZAFI,B,AF-000307,A,CO,CUN,25286,Carrera 7ª # 3Y-1 Sur,óscar.rosero438@ejemplo.test,3368614081:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000308,1,Rocío,Doris,Jiménez,Orozco,,,2,19880316,ZCC,946728684,ZAFI,A,AF-000308,A,CO,BOG,11001,Avenida David Robinson Leal Cardona # 72-79,rocío.rodríguez440@ejemplo.test,3497521112:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000309,1,Claudia,Ángela,Castrillón,Pérez,,,2,19851031,ZCC,995718504,ZAFI,A,AF-000309,A,CO,ANT,05001,Carrera 8ª # 9-5 Este,claudia.gómez441@ejemplo.test,3242784834:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000310,1,María,,García,Zapata,,,2,20020425,ZCC,947065100,ZAFI,C,AF-000310,A,CO,CUN,25286,Cr. 78 # 4Z-6 Sur,maría.erazo442@ejemplo.test,3176191826:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000311,1,Fabiola,Isabel,Valencia,Arboleda,,,2,20030516,ZCC,978502003,ZAFI,C,AF-000311,A,CO,ANT,05001,Cr. 169U # 2-1,fabiola.castillo443@ejemplo.test,3326459762:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000312,1,Yesid,Aldemar,Soto,Hurtado,,,1,19791227,ZCE,944323333,ZAFI,A,AF-000312,A,CO,CUN,25754,Tr. 45J # 17-94,yesid.morales444@ejemplo.test,3311031954:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000313,1,Andrés,,Ortiz,Sierra,,,1,19710713,ZCE,979704975,ZAFI,B,AF-000313,A,CO,VAL,76001,Cr. 128 Sur # 23-94 Sur,andrés.gonzález445@ejemplo.test,3481426909:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000314,1,Hernando,Cristian,Becerra,Ruiz,,,1,19911003,ZCC,956602296,ZAFI,A,AF-000314,A,CO,CUN,25754,Cr. 35 # 2-9 Este,hernando.perea446@ejemplo.test,3084626716:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000315,1,Jesús,Luis,Cárdenas,Sánchez,,,1,19450428,ZCC,988622471,ZAFI,C,AF-000315,A,CO,BOG,11001,Calle 1Y Bis # 25-15,jesús.cuesta447@ejemplo.test,3282935015:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000316,1,Andrés,José,Ortiz,Cardona,,,1,19490127,ZCC,995392661,ZAFI,C,AF-000316,A,CO,ANT,05001,Cr. 121 # 8-8 Este,andrés.medina448@ejemplo.test,3216919627:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000317,1,Lizeth,Alejandra,Ceballos,Gómez,,,2,19460417,ZCC,914883333,ZAFI,B,AF-000317,A,CO,ANT,05001,Tr. 93 # 26-7,lizeth.torres449@ejemplo.test,3482425887:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000318,1,Alba,,García,Hernández,,,2,19690605,ZCC,970844379,ZAFI,B,AF-000318,A,CO,CUN,25754,Calle 38K Bis X # 5-60 Este,alba.prieto450@ejemplo.test,3357770919:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000319,1,Luz,,Mendoza,Valencia,,,2,19751107,ZCC,916351001,ZAFI,A,AF-000319,A,CO,CUN,25286,Diagonal 2Y # 7-31 Este,luz.córdoba451@ejemplo.test,3059186080:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000320,1,Marina,,Hurtado,Triana,,,2,19911007,ZCC,961326500,ZAFI,C,AF-000320,A,CO,CUN,25286,Calle 187W # 3-1 Este,marina.villa452@ejemplo.test,3259261812:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000321,1,Alejandra,,Velandia,Cuéllar,,,2,19540426,ZCC,928554206,ZAFI,C,AF-000321,A,CO,ANT,05001,Cr. 56 # 5-9,alejandra.ocampo453@ejemplo.test,3147947511:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000322,1,Beatriz,Heidy,Cortés,Cortés,,,2,19420419,ZCC,967556329,ZAFI,B,AF-000322,A,CO,CUN,25286,Calle 7ª # 5-24,beatriz.gómez454@ejemplo.test,3346282950:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000323,1,Pablo,Carlos,Mejía,López,,,1,19970407,ZCC,930375960,ZAFI,B,AF-000323,A,CO,VAL,76001,Cl. 8ª # 3-23 Este,pablo.lópez455@ejemplo.test,3122549654:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000324,1,John,Óscar,Sierra,Caballero,,,1,19900805,ZCC,946580268,ZAFI,C,AF-000324,A,CO,ANT,05001,Calle 7ª # 5-54 Este,john.díaz456@ejemplo.test,3411090296:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000325,1,Linda,Elena,Pérez,Gómez,,,2,19570918,ZCC,954387102,ZAFI,A,AF-000325,A,CO,CUN,25286,Tr. 19 # 81-4,linda.torres458@ejemplo.test,3491403136:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000326,1,Blanca,Paola,Monsalve,Díaz,,,2,19950410,ZPPT,972358721,ZAFI,A,AF-000326,A,CO,VAL,76001,Tr. 60 # 30E-5 Este,blanca.gómez459@ejemplo.test,3145265577:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000327,1,David,José,Cuéllar,Mendoza,,,1,19800917,ZCC,950083419,ZAFI,C,AF-000327,A,CO,VAL,76001,Dg. 71 # 94-8,david.bejarano460@ejemplo.test,3346674204:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000328,1,Mayra,María,Pacheco,Salamanca,,,2,19680916,ZCE,927351753,ZAFI,B,AF-000328,A,CO,CUN,25286,Calle 16 # 97Q-6,mayra.duque461@ejemplo.test,3033848756:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000329,1,Luz,Myriam,Hernández,Gómez,,,2,20041102,ZCC,921824428,ZAFI,B,AF-000329,A,CO,BOG,11001,Cl. 140 # 38K-9,luz.mendoza463@ejemplo.test,3477237933:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000330,1,Mauricio,Elías,Martínez,Andrade,,,1,20070727,ZCC,961793689,ZAFI,A,AF-000330,A,CO,VAL,76001,Cr. 98 # 16-50,mauricio.lozano464@ejemplo.test,3130356077:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000331,1,Juan,Alonso,Salas,Lozano,,,1,19551029,ZCC,981293174,ZAFI,C,AF-000331,A,CO,ANT,05001,Cr. 30 # 9-51 Sur,juan.toro466@ejemplo.test,3252751312:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000332,1,Erika,Diana,Bohórquez,Gómez,,,2,19670205,ZCC,985138734,ZAFI,A,AF-000332,A,CO,ANT,05001,Dg. 114 # 72-6,erika.galvis467@ejemplo.test,3221879533:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000333,1,Jean,Alfonso,Acosta,Escobar,,,1,19751020,ZCC,927856331,ZAFI,C,AF-000333,A,CO,VAL,76001,Cr. 12 Bis R # 74N-31,jean.meneses468@ejemplo.test,3068986734:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000334,1,Luz,Enith,Bermúdez,Valencia,,,2,19550324,ZCC,965637029,ZAFI,C,AF-000334,A,CO,CUN,25286,Cl. 171E # 13-6 Este,luz.espinosa469@ejemplo.test,3412281053:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000335,1,Claudia,,Galvis,Acosta,,,2,19900615,ZCC,954482930,ZAFI,B,AF-000335,A,CO,VAL,76001,Carrera 20 # 5X-96 Este,claudia.guerrero470@ejemplo.test,3066394974:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000336,1,Johana,,Márquez,Buitrago,,,2,19990105,ZCC,916303450,ZAFI,C,AF-000336,A,CO,VAL,76001,Carrera 78 # 35-5 Sur,johana.cortés471@ejemplo.test,3166149224:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000337,1,Yeison,José,Domínguez,Guerra,,,1,20071201,ZCC,932324601,ZAFI,B,AF-000337,A,CO,ANT,05001,Av. carrera 55 # 55-1 Este,yeison.rojas472@ejemplo.test,3325662314:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000338,1,Marlon,Edwar,Giraldo,Arias,,,1,20070405,ZCC,985354518,ZAFI,C,AF-000338,A,CO,BOG,11001,Av. carrera 72 # 4-36 Sur,marlon.castro474@ejemplo.test,3261838204:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000339,1,Miguel,Arley,Gutiérrez,González,,,1,20071124,ZCC,981490824,ZAFI,A,AF-000339,A,CO,CUN,25754,Avenida carrera 16 # 28-89,miguel.narváez476@ejemplo.test,3291126424:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000340,1,Fabián,Ángel,Vargas,Jiménez,,,1,19930328,ZCC,933370507,ZAFI,B,AF-000340,A,CO,VAL,76001,Calle 1Y # 70-50,fabián.suárez478@ejemplo.test,3090971274:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000341,1,María,Cecilia,Rodríguez,Vargas,,,2,19860830,ZCC,993411040,ZAFI,C,AF-000341,A,CO,CUN,25754,Calle 71J # 7V-5 Sur,maría.ospina479@ejemplo.test,3096521519:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000342,1,Blanca,Myriam,Barreto,Ávila,,,2,20001203,ZCC,990749282,ZAFI,C,AF-000342,A,CO,CUN,25286,Calle 10 # 3E-9 Este,blanca.castro480@ejemplo.test,3256246368:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000343,1,Orlando,,Hernández,Vargas,,,1,19721010,ZCC,967866264,ZAFI,B,AF-000343,A,CO,CUN,25754,Carrera 6ª # 20-76 Sur,orlando.castañeda483@ejemplo.test,3359469805:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000344,1,Alba,Patricia,Ayala,Soto,,,2,19490107,ZCC,915732268,ZAFI,A,AF-000344,A,CO,VAL,76001,Cl. 60 # 8-72 Este,alba.guerra487@ejemplo.test,3235483941:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000345,1,Juan,Jesús,Barrios,Meneses,,,1,19690220,ZCC,957607118,ZAFI,C,AF-000345,A,CO,CUN,25286,Calle 47 # 7-1 Sur,juan.cortés488@ejemplo.test,3240194755:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000346,1,William,,Moreno,Rodríguez,,,1,19451001,ZCC,919731686,ZAFI,A,AF-000346,A,CO,CUN,25754,Carrera 171 # 8-82 Este,william.torres489@ejemplo.test,3032880955:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000347,1,Esperanza,Mercedes,Zapata,Martínez,,,2,19530908,ZPPT,961907568,ZAFI,A,AF-000347,A,CO,BOG,11001,Calle 73 # 27-13,esperanza.jiménez490@ejemplo.test,3436570372:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000348,1,Luis,,Bustos,Melo,,,1,19600306,ZCC,954105293,ZAFI,C,AF-000348,A,CO,CUN,25754,Calle 91 # 93N-36 Sur,luis.velásquez491@ejemplo.test,3317382726:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000349,1,Cecilia,Vanessa,Caro,Montoya,,,2,19751115,ZCC,965268660,ZAFI,C,AF-000349,A,CO,ANT,05001,Cl. 54V # 76-5,cecilia.narváez492@ejemplo.test,3382283560:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000350,1,Paola,Carol,Giraldo,Salamanca,,,2,19630321,ZCC,970235445,ZAFI,B,AF-000350,A,CO,CUN,25754,Avenida Putumayo # 6J-55 Este,paola.valencia493@ejemplo.test,3012155882:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000351,1,David,Estiven,Vélez,Sánchez,,,1,19911013,ZCC,998232136,ZAFI,A,AF-000351,A,CO,CUN,25754,Tr. 150 Bis M # 6-4 Sur,david.arteaga494@ejemplo.test,3298433903:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000352,1,Joel,Sebastián,Durán,Mosquera,,,1,19860930,ZCC,944527784,ZAFI,C,AF-000352,A,CO,VAL,76001,Dg. 49 # 6-6 Sur,joel.calderón497@ejemplo.test,3077582126:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000353,1,Santiago,,Forero,Mena,,,1,19430410,ZCC,965257376,ZAFI,A,AF-000353,A,CO,BOG,11001,Calle 37 # 16K-9 Sur,santiago.herrera499@ejemplo.test,3088752673:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000354,1,Lucía,Silvia,Mejía,González,,,2,19930303,ZCC,981131962,ZAFI,C,AF-000354,A,CO,BOG,11001,Calle 2ª # 74-3,lucía.velasco500@ejemplo.test,3239795993:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000355,1,Jhon,Alfonso,Bermúdez,Morales,,,1,20040114,ZCC,941834515,ZAFI,A,AF-000355,A,CO,VAL,76001,Av. calle 4ª # 3-37 Sur,jhon.agudelo502@ejemplo.test,3346428303:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000356,1,Johnny,Raúl,Vásquez,Camacho,,,1,19730428,ZCC,935234689,ZAFI,C,AF-000356,A,CO,CUN,25754,Calle 57X # 22-9 Sur,johnny.sánchez503@ejemplo.test,3232636203:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000357,1,Nancy,,León,Valencia,,,2,19820406,ZCC,949890098,ZAFI,C,AF-000357,A,CO,ANT,05001,Avenida Gómez # 96-8 Este,nancy.toro504@ejemplo.test,3399011648:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000358,1,Wilson,David,Murillo,Marín,,,1,19970906,ZCC,943900160,ZAFI,B,AF-000358,A,CO,BOG,11001,Avenida Atlántico # 2-4 Este,wilson.bonilla505@ejemplo.test,3261187996:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000359,1,Eduardo,,Romero,Ojeda,,,1,19500618,ZCC,956844650,ZAFI,C,AF-000359,A,CO,CUN,25754,Cr. 40 # 6G-8 Este,eduardo.orozco506@ejemplo.test,3095263449:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000360,1,Angie,,Pineda,Arroyo,,,2,19490730,ZCC,929078396,ZAFI,C,AF-000360,A,CO,CUN,25286,Dg. 5ª # 15-3 Este,angie.velasco507@ejemplo.test,3456969501:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000361,1,Karina,Catalina,Gómez,Benítez,,,2,19600911,ZCC,945664504,ZAFI,C,AF-000361,A,CO,ANT,05001,Cr. 96 # 4-52 Sur,karina.hernández508@ejemplo.test,3033186445:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000362,1,Óscar,,Moreno,López,,,1,19560724,ZCC,951147301,ZAFI,B,AF-000362,A,CO,BOG,11001,Transversal 104 # 3-2,óscar.flórez509@ejemplo.test,3456763504:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000363,1,David,Fabián,Jiménez,Sandoval,,,1,19410728,ZCC,999196341,ZAFI,B,AF-000363,A,CO,CUN,25754,Cr. 6F # 3-8 Sur,david.sierra510@ejemplo.test,3052899827:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000364,1,Felipe,Esneider,Torres,Ortiz,,,1,19530428,ZCC,914435665,ZAFI,A,AF-000364,A,CO,VAL,76001,Calle 76 # 43N-2 Este,felipe.pinto511@ejemplo.test,3394013437:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000365,1,Camilo,,Muñoz,Navarro,,,1,19760425,ZCC,964907303,ZAFI,A,AF-000365,A,CO,CUN,25286,Dg. 101 Este # 34-8 Sur,camilo.rivera512@ejemplo.test,3216154460:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000366,1,David,Argemiro,Torres,Cárdenas,,,1,19470721,ZCE,947893454,ZAFI,B,AF-000366,A,CO,ANT,05001,Calle 80Q # 7R-83,david.martínez513@ejemplo.test,3083095166:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000367,1,Rubiela,,Ramírez,Monroy,,,2,20070731,ZCC,953837378,ZAFI,C,AF-000367,A,CO,CUN,25754,Carrera 55 # 34-6 Este,rubiela.ruiz514@ejemplo.test,3289256319:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000368,1,Eugenia,,Rodríguez,Alvarado,,,2,19930614,ZCC,934866247,ZAFI,C,AF-000368,A,CO,VAL,76001,Carrera 29 # 7-97 Este,eugenia.garcía515@ejemplo.test,3196781615:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000369,1,Mayra,Paola,Calderón,Bedoya,,,2,20080310,ZCC,966618573,ZAFI,A,AF-000369,A,CO,BOG,11001,Cr. 3Q # 30-6 Sur,mayra.velasco516@ejemplo.test,3477697824:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000370,1,Mauricio,,García,Rodríguez,,,1,19640730,ZCC,996783469,ZAFI,A,AF-000370,A,CO,BOG,11001,Av. calle 165 # 83-42,mauricio.santos517@ejemplo.test,3427400175:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000371,1,Gisela,Elena,Gómez,Romero,,,2,19850930,ZCC,922243895,ZAFI,C,AF-000371,A,CO,CUN,25286,Transversal 99V # 2-52,gisela.acosta518@ejemplo.test,3246441869:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000372,1,Dayana,,Torres,Cruz,,,2,19930207,ZCC,992819840,ZAFI,B,AF-000372,A,CO,CUN,25286,Carrera 185 # 98-4 Sur,dayana.ocampo519@ejemplo.test,3112654904:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000373,1,Emiro,,Perea,Gaitán,,,1,20000222,ZCC,928483912,ZAFI,C,AF-000373,A,CO,VAL,76001,Av. Yuliana Galindo # 2-60,emiro.rincón520@ejemplo.test,3380190843:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000374,1,Gabriel,Javier,Pérez,Pérez,,,1,19640810,ZCC,910248476,ZAFI,A,AF-000374,A,CO,CUN,25286,Cr. 5ª # 5L-6 Este,gabriel.vásquez521@ejemplo.test,3272229980:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000375,1,Ancizar,Gustavo,Pardo,Sánchez,,,1,19640813,ZCC,970929821,ZAFI,C,AF-000375,A,CO,BOG,11001,Carrera 140 # 3-2,ancizar.díaz522@ejemplo.test,3160882811:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000376,1,Andrés,,Angulo,García,,,1,19480219,ZCC,963402231,ZAFI,C,AF-000376,A,CO,ANT,05001,Cl. 7ª # 1-23 Sur,andrés.gutiérrez524@ejemplo.test,3464804121:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000377,1,Iván,Andrés,Sánchez,Gómez,,,1,19420331,ZCC,980981728,ZAFI,B,AF-000377,A,CO,ANT,05001,Cl. 38 Este # 6-6 Sur,iván.ocampo525@ejemplo.test,3218413544:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000378,1,Andrés,,Garcés,Mora,,,1,19580329,ZCC,933719764,ZAFI,C,AF-000378,A,CO,VAL,76001,Calle 172 # 68V-71 Sur,andrés.rojas526@ejemplo.test,3260479686:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000379,1,Agustín,Daniel,Andrade,Sánchez,,,1,19580112,ZCC,973371139,ZAFI,B,AF-000379,A,CO,BOG,11001,Avenida Guainía # 9C-9,agustín.morales527@ejemplo.test,3395880774:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000380,1,Alonso,,Martínez,Miranda,,,1,19490620,ZCC,977595915,ZAFI,A,AF-000380,A,CO,ANT,05001,Carrera 44 # 3-18 Sur,alonso.gonzález528@ejemplo.test,3172468358:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000381,1,Reinel,,Rivera,Osorio,,,1,19710713,ZCC,946137512,ZAFI,C,AF-000381,A,CO,BOG,11001,Carrera 123 # 6L-8 Este,reinel.aguilar530@ejemplo.test,3169927211:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000382,1,Gabriela,,Ramírez,Vega,,,2,19850612,ZCC,921206374,ZAFI,B,AF-000382,A,CO,VAL,76001,Cl. 74 # 2Q-5 Este,gabriela.prada531@ejemplo.test,3413141217:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000383,1,Diana,,Peña,Gutiérrez,,,2,20050311,ZCC,986360759,ZAFI,C,AF-000383,A,CO,CUN,25754,Cl. 164 # 4-3 Sur,diana.gonzález533@ejemplo.test,3435369587:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000384,1,Tulia,Ingrid,Calderón,Hurtado,,,2,19480628,ZPAS,998983687,ZAFI,A,AF-000384,A,CO,CUN,25286,Carrera 114 Sur # 19-4,tulia.soto535@ejemplo.test,3480236330:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000385,1,Dora,,Mesa,Pérez,,,2,19660619,ZCC,930012610,ZAFI,C,AF-000385,A,CO,CUN,25754,Cl. 7C # 5Z-7 Sur,dora.martínez536@ejemplo.test,3253440676:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000386,1,Julia,Maricela,Castellanos,Cruz,,,2,19900429,ZCC,967125914,ZAFI,A,AF-000386,A,CO,CUN,25286,Dg. 11 # 32-1 Sur,julia.moreno537@ejemplo.test,3167069053:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000387,1,Gloria,,Morales,Quintero,,,2,19900926,ZCC,913429724,ZAFI,A,AF-000387,A,CO,ANT,05001,Carrera 25Q Bis # 4M-67 Este,gloria.leal538@ejemplo.test,3092884615:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000388,1,Vicente,Manuel,León,Arias,,,1,20050616,ZCC,931619622,ZAFI,B,AF-000388,A,CO,CUN,25754,Cr. 167W # 68-8,vicente.sánchez539@ejemplo.test,3475676973:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000389,1,Rocío,María,Muñoz,Gamboa,,,2,19640208,ZCC,955925474,ZAFI,A,AF-000389,A,CO,ANT,05001,Calle 7ª # 82-63,rocío.ortiz541@ejemplo.test,3374207886:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000390,1,Jairo,René,Martínez,Carrillo,,,1,19730311,ZCC,918553212,ZAFI,A,AF-000390,A,CO,CUN,25754,Avenida calle 134 # 4P-1 Este,jairo.mosquera543@ejemplo.test,3238056093:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000391,1,Humberto,Jesús,Caicedo,Flórez,,,1,20050609,ZPAS,944141029,ZAFI,A,AF-000391,A,CO,CUN,25754,Cr. 35 # 6-64,humberto.hernández544@ejemplo.test,3250687667:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000392,1,Margarita,,Gómez,Cardona,,,2,19560514,ZCC,955292427,ZAFI,B,AF-000392,A,CO,VAL,76001,Diagonal 38 # 8-1 Este,margarita.garcía545@ejemplo.test,3450718973:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000393,1,Manuel,,Valencia,Obando,,,1,19781213,ZCC,985654415,ZAFI,A,AF-000393,A,CO,VAL,76001,Avenida calle 116 # 34E-20 Sur,manuel.garcía546@ejemplo.test,3327423822:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000394,1,Marlén,,Serrano,Espinosa,,,2,20050609,ZCC,968176961,ZAFI,B,AF-000394,A,CO,BOG,11001,Calle 80 # 4K-93 Este,marlén.ortega547@ejemplo.test,3036121670:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000395,1,Luz,,Cuéllar,Delgado,,,2,19541211,ZCE,944709690,ZAFI,B,AF-000395,A,CO,CUN,25754,Dg. 36 # 68T-5,luz.martínez548@ejemplo.test,3178610097:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000396,1,Mónica,Margarita,Mendoza,Jaramillo,,,2,20050226,ZCC,919779467,ZAFI,C,AF-000396,A,CO,ANT,05001,Carrera 141Q Bis E # 15-9,mónica.prada549@ejemplo.test,3243735055:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000397,1,María,Sandra,Franco,Castillo,,,2,20000402,ZCC,989316276,ZAFI,A,AF-000397,A,CO,CUN,25754,Tr. 5 Bis T # 9-9 Este,maría.arias550@ejemplo.test,3250449996:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000398,1,Julián,,Ríos,León,,,1,19850918,ZCC,917855771,ZAFI,C,AF-000398,A,CO,CUN,25754,Cr. 55 # 72-3,julián.giraldo552@ejemplo.test,3386572327:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000399,1,David,Julián,Barrios,Fuentes,,,1,19500929,ZCC,924832536,ZAFI,C,AF-000399,A,CO,VAL,76001,Avenida Tuta # 79-80 Sur,david.flórez553@ejemplo.test,3492313271:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000400,1,James,,Agudelo,Arévalo,,,1,19420116,ZCC,953147404,ZAFI,B,AF-000400,A,CO,VAL,76001,Carrera 16 # 76-90 Sur,james.castro554@ejemplo.test,3374253955:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000401,1,Gonzalo,,Gómez,Villamizar,,,1,20050108,ZCC,957210475,ZAFI,B,AF-000401,A,CO,VAL,76001,Av. calle 166 # 9-33 Sur,gonzalo.ramírez555@ejemplo.test,3213218115:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000402,1,Arturo,Andrés,Castro,Moreno,,,1,19810416,ZCC,923426679,ZAFI,B,AF-000402,A,CO,CUN,25754,Cl. 139B Sur # 47-7 Este,arturo.correa556@ejemplo.test,3141070740:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000403,1,David,Alberto,Santos,Vargas,,,1,19970929,ZCC,910839544,ZAFI,B,AF-000403,A,CO,VAL,76001,Carrera 3ª # 6-13,david.trujillo557@ejemplo.test,3183010496:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000404,1,Carlos,Alejandro,Moreno,Martínez,,,1,20070127,ZCC,930075796,ZAFI,B,AF-000404,A,CO,ANT,05001,Calle 38 # 71A-9,carlos.hernández558@ejemplo.test,3360756256:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000405,1,Alejandra,Pilar,Rojas,Alfonso,,,2,19461119,ZCC,936285961,ZAFI,A,AF-000405,A,CO,BOG,11001,Tr. 56 # 7-67,alejandra.portilla559@ejemplo.test,3360164557:TIT:OWN:TIT,,,Y,Y,,,,,20260901
